zip,lat,lon,radius_km
95688,38.42134,-122.03012,10.71
95689,38.47089,-120.61568,6.56
95690,38.2034,-121.62624,8.52
95691,38.62795,-121.59329,7.67
95692,39.04307,-121.4098,8.87
95693,38.39853,-121.21951,8.95
95694,38.57166,-122.06417,12.46
95695,38.69404,-121.85293,12.96
95697,38.73288,-121.80719,2.48
95698,38.81636,-121.91077,7.63
95699,38.43677,-120.85762,3.7
95701,39.22655,-120.76702,7.12
95703,38.98903,-120.98777,4.71
95709,38.74903,-120.69092,6.43
95713,39.08135,-120.93239,9.08
95714,39.20116,-120.8368,3.72
95715,39.27665,-120.64401,7.28
95717,39.14259,-120.84269,6.01
95720,38.85094,-120.25127,13.33
95721,38.81614,-120.096,3.93
95722,39.0098,-121.03471,4.93
95726,38.76198,-120.41349,12.86
95728,39.29465,-120.40141,6.8
95735,38.84029,-120.15029,8.01
95736,39.03912,-120.97749,2.44
95742,38.5622,-121.2047,8.45
95746,38.74692,-121.16643,5.89
95747,38.77842,-121.36883,7.89
95757,38.33165,-121.43698,9.29
95758,38.42967,-121.44521,5.35
95762,38.68369,-121.06473,7.86
95765,38.81974,-121.27832,5.21
95776,38.69869,-121.69946,10.53
95811,38.59379,-121.48216,3.38
95814,38.58057,-121.49559,3.07
95815,38.60563,-121.44545,4.51
95816,38.57541,-121.4648,3.5
95817,38.5506,-121.45703,3.37
95818,38.55449,-121.49706,3.78
95819,38.56686,-121.43756,3.72
95820,38.53491,-121.4442,4.08
95821,38.62569,-121.38492,4.41
95822,38.51284,-121.49421,4.63
95823,38.47473,-121.44264,5.08
95824,38.51743,-121.44144,3.81
95825,38.5919,-121.40847,3.96
95826,38.54385,-121.37828,4.95
95827,38.54836,-121.3275,4.72
95828,38.48943,-121.39597,5.2
95829,38.48955,-121.32345,6.09
95830,38.49051,-121.28417,5.28
95831,38.49579,-121.53026,4.4
95832,38.44741,-121.49614,4.62
95833,38.61905,-121.51755,4.58
95834,38.63521,-121.51861,4.87
95835,38.66849,-121.5256,4.71
95837,38.69376,-121.59894,5.44
95838,38.64572,-121.44525,4.75
95841,38.66027,-121.34816,3.79
95842,38.68704,-121.34887,3.81
95843,38.71533,-121.36368,4.32
95864,38.58405,-121.37585,4.28
95901,39.22394,-121.49405,14.85
95903,39.1213,-121.3711,6.11
95910,39.46288,-120.82978,7.21
95912,39.0004,-122.07423,13.21
95913,39.629,-122.19215,5.78
95914,39.40759,-121.37877,6.25
95915,39.99137,-121.23073,7.46
95916,39.65142,-121.38164,10.36
95917,39.43586,-121.76363,10.16
95918,39.30123,-121.33793,8.78
95919,39.43444,-121.26556,6.7
95920,39.44979,-121.93637,9.55
95922,39.46673,-121.07187,8.54
95923,40.1838,-121.13669,4.89
95925,39.48411,-121.19265,7.39
95926,39.74577,-121.84394,4.53
95928,39.68149,-121.83721,12.95
95929,39.72579,-121.85021,2.08
95930,39.54872,-121.15988,4.49
95932,39.24693,-122.01218,12.84
95934,40.0601,-120.90796,6.21
95935,39.37934,-121.19226,6.61
95936,39.58076,-120.77435,8.02
95937,38.88406,-121.99849,8.62
95938,39.60471,-121.79529,9.5
95939,39.56168,-122.6117,16.56
95941,39.51695,-121.27387,7.4
95942,39.91599,-121.66703,9.55
95943,39.57521,-122.03454,9.24
95944,39.54016,-120.85145,4.78
95945,39.19327,-120.98012,9.1
95946,39.20916,-121.21382,8.07
95947,40.1594,-120.84408,10.39
95948,39.33926,-121.77079,9.89
95949,39.10267,-121.13385,12.63
95950,39.04345,-121.9181,8.6
95951,39.72251,-122.00443,6.02
95953,39.25974,-121.77633,11.79
95954,39.85419,-121.57787,12.23
95955,39.29452,-122.20171,12.39
95956,39.88414,-121.11594,8.99
95957,39.05228,-121.82518,10.76
95958,39.5642,-121.79794,4.34
95959,39.35153,-120.87055,18.04
95960,39.44144,-121.01663,7.86
95961,39.04133,-121.56284,8.15
95962,39.32341,-121.27255,7.59
95963,39.74783,-122.30336,18.38
95965,39.59394,-121.58136,18.02
95966,39.47537,-121.41413,13.84
95968,39.43518,-121.55178,3.22
95969,39.72074,-121.63866,8.47
95970,39.41027,-122.05203,7.14
95971,39.92923,-120.92443,13.15
95972,39.42277,-121.33765,2.95
95973,39.87653,-121.85964,17.73
95974,39.4973,-121.7557,2.59
95975,39.22433,-121.1537,4.79
95977,39.17659,-121.29169,7.57
95978,39.90844,-121.52962,2.18
95979,39.2903,-122.47552,15.9
95981,39.65283,-121.03994,8.62
95982,39.17323,-121.80567,7.92
95983,40.05826,-120.73893,10.39
95984,39.98278,-121.12762,9.89
95986,39.36152,-120.76519,5.0
95987,39.10361,-122.247,18.17
95988,39.49719,-122.28757,18.46
95991,39.0155,-121.6112,7.82
95993,39.0825,-121.68011,10.34
96001,40.57718,-122.45471,9.73
96002,40.52777,-122.31865,7.02
96003,40.66728,-122.31954,11.57
96006,41.13353,-120.84257,14.9
96007,40.4568,-122.3082,12.05
96008,40.72264,-122.10978,9.14
96009,41.05604,-121.0208,14.93
96010,40.95028,-123.23516,19.79
96011,41.0559,-121.89189,11.78
96013,40.97366,-121.6924,13.25
96014,41.38813,-122.78086,13.29
96015,41.51178,-120.87766,15.89
96016,40.89421,-121.50883,7.93
96017,41.10596,-122.31252,10.78
96019,40.68735,-122.39945,5.99
96020,40.30679,-121.26187,8.81
96021,39.92348,-122.27045,16.34
96022,40.33631,-122.44798,16.32
96023,41.90908,-121.97685,15.3
96024,40.54704,-122.88119,11.29
96025,41.20014,-122.31905,11.24
96027,41.38988,-123.23107,20.59
96028,41.00745,-121.45746,13.78
96029,39.9393,-122.48919,6.48
96031,41.17562,-123.19818,18.11
96032,41.58513,-122.97963,22.7
96033,40.74057,-122.59256,12.92
96034,41.44402,-122.60496,11.61
96035,40.04156,-122.18503,7.92
96037,41.54492,-122.92096,3.5
96038,41.6071,-122.54572,5.88
96039,41.66893,-123.37642,16.76
96040,40.78981,-121.47451,8.52
96041,40.5135,-123.19605,18.63
96044,41.93303,-122.67497,15.49
96046,40.61037,-123.4289,12.79
96047,40.47923,-122.69247,16.31
96048,40.83036,-123.02349,13.32
96050,41.85347,-122.95101,16.6
96051,40.91633,-122.31082,18.83
96052,40.68268,-122.78645,11.57
96054,41.26106,-121.11855,11.85
96055,40.09912,-121.99837,10.86
96056,41.06715,-121.31775,15.35
96057,41.27186,-121.9197,11.37
96058,41.72705,-121.90737,19.34
96059,40.43375,-121.82942,9.24
96061,40.34786,-121.48778,7.3
96062,40.5556,-122.09127,9.44
96063,40.37037,-121.60619,5.27
96064,41.7547,-122.36562,22.04
96065,40.89017,-121.95679,12.63
96067,41.31689,-122.31745,9.94
96068,41.10299,-121.19834,6.86
96069,40.68534,-122.01607,10.75
96071,40.69447,-121.45727,6.61
96073,40.5986,-122.19493,8.11
96074,39.86206,-122.59097,10.65
96075,40.36233,-121.87639,10.65
96076,40.39154,-122.93788,15.51
96078,40.08237,-122.17607,2.32
96080,40.16538,-122.44172,25.11
96084,40.79583,-121.86869,8.69
96085,41.74082,-123.07733,8.75
96086,41.92421,-123.26081,14.94
96087,40.63313,-122.58707,7.93
96088,40.51087,-121.87611,13.94
96090,40.00735,-122.11934,3.59
96091,41.04387,-122.80079,20.73
96092,39.97058,-121.9703,9.41
96093,40.76548,-122.94143,11.06
96094,41.51492,-122.35094,14.85
96096,40.63631,-121.8764,11.24
96097,41.75615,-122.65947,14.24
96101,41.45625,-120.51131,24.18
96103,39.78016,-120.67075,10.96
96104,41.46018,-120.12986,16.01
96105,39.68865,-120.144,16.47
96106,39.73548,-120.54386,6.26
96107,38.40828,-119.54807,10.88
96108,41.78719,-120.40177,14.43
96109,39.99418,-120.10171,15.28
96110,41.24192,-120.12463,11.86
96111,39.41501,-120.01713,3.98
96112,41.8925,-120.17194,12.26
96113,40.18808,-120.14568,6.24
96114,40.29261,-120.48861,9.35
96115,41.69147,-120.07932,11.61
96116,41.25729,-120.44601,14.06
96117,40.53346,-120.23536,18.35
96118,39.6396,-120.24714,13.86
96119,41.04042,-120.55356,12.48
96120,38.74244,-119.86938,15.66
96121,40.16439,-120.38004,7.23
96122,39.82074,-120.47627,9.27
96123,40.84574,-120.32222,18.65
96124,39.63879,-120.46794,8.62
96125,39.61356,-120.60238,10.75
96126,39.54973,-120.40358,6.87
96128,40.3489,-120.40602,6.32
96129,39.83512,-120.36005,11.78
96130,40.54905,-120.63403,22.3
96132,40.90007,-120.51388,12.03
96133,38.62096,-119.50518,5.28
96134,41.83537,-121.44499,18.48
96135,39.81298,-120.20928,7.36
96136,40.34623,-120.08132,12.93
96137,40.46932,-121.22987,12.83
96140,39.23202,-120.0964,4.92
96141,39.09893,-120.20523,6.88
96142,38.99863,-120.10388,5.63
96143,39.26058,-120.02629,4.76
96145,39.181,-120.1514,5.82
96146,39.2159,-120.24517,7.77
96148,39.24978,-120.05759,3.31
96150,38.87332,-120.06848,13.6
96155,38.76299,-120.08707,7.58
96161,39.34771,-120.22471,16.71
